1868.166,-0.611,-0.776,-0.463,-0.827,-0.395,-1.886,0.665,-0.893,-0.356,-1.926,0.681
1868.249,-0.086,-0.245,0.043,-0.293,0.121,-0.922,0.750,-0.347,0.158,-0.964,0.782
1868.332,-0.292,-0.418,-0.209,-0.492,-0.092,-0.711,0.127,-0.537,-0.078,-0.782,0.174
1868.415,0.182,0.056,0.303,-0.009,0.373,-0.196,0.560,-0.052,0.410,-0.262,0.624
1868.498,0.353,0.196,0.472,0.159,0.548,-0.009,0.715,0.109,0.584,-0.084,0.782
1868.581,0.709,0.576,0.835,0.514,0.905,0.319,1.099,0.475,0.933,0.253,1.157
1868.664,0.208,0.038,0.327,0.020,0.395,-0.138,0.553,-0.039,0.422,-0.220,0.610
1868.747,-0.201,-0.349,-0.082,-0.406,0.004,-0.626,0.224,-0.447,0.029,-0.694,0.280
1868.83,-0.286,-0.423,-0.176,-0.493,-0.080,-0.788,0.215,-0.533,-0.055,-0.847,0.263
1868.913,-0.773,-0.904,-0.657,-0.983,-0.563,-1.358,-0.188,-1.019,-0.537,-1.409,-0.143
1868.996,0.102,-0.055,0.207,-0.104,0.308,-0.723,0.927,-0.148,0.338,-0.761,0.958
1869.083,-0.128,-0.287,-0.006,-0.329,0.073,-1.154,0.898,-0.378,0.101,-1.190,0.917
1869.166,0.698,0.569,0.813,0.484,0.913,-0.195,1.591,0.447,0.940,-0.232,1.620
1869.249,-0.680,-0.806,-0.590,-0.870,-0.489,-1.243,-0.117,-0.905,-0.469,-1.289,-0.081
1869.332,-0.163,-0.265,-0.091,-0.357,0.031,-0.539,0.213,-0.387,0.048,-0.602,0.267
1869.415,-0.043,-0.139,0.036,-0.234,0.149,-0.349,0.263,-0.254,0.169,-0.414,0.331
1869.498,-0.183,-0.278,-0.111,-0.382,0.016,-0.423,0.057,-0.402,0.029,-0.509,0.136
1869.581,0.045,-0.065,0.135,-0.146,0.236,-0.252,0.342,-0.175,0.252,-0.326,0.405
1869.664,0.217,0.102,0.286,0.035,0.398,-0.051,0.485,0.011,0.414,-0.122,0.549
1869.747,-0.118,-0.225,-0.032,-0.329,0.093,-0.449,0.212,-0.350,0.110,-0.522,0.283
1869.83,-0.462,-0.583,-0.367,-0.672,-0.251,-0.883,-0.041,-0.706,-0.234,-0.951,0.014
1869.913,-0.408,-0.523,-0.305,-0.619,-0.198,-0.888,0.071,-0.648,-0.180,-0.947,0.120
1869.996,-0.319,-0.441,-0.230,-0.525,-0.112,-0.998,0.360,-0.557,-0.092,-1.040,0.396
1870.083,0.087,-0.046,0.191,-0.121,0.295,-0.669,0.843,-0.152,0.313,-0.710,0.872
1870.166,-0.562,-0.657,-0.466,-0.762,-0.361,-1.255,0.131,-0.788,-0.340,-1.292,0.165
1870.249,-0.415,-0.513,-0.337,-0.588,-0.242,-0.859,0.029,-0.611,-0.226,-0.901,0.067
1870.332,-0.176,-0.262,-0.110,-0.359,0.008,-0.494,0.143,-0.378,0.025,-0.553,0.201
1870.415,0.118,0.015,0.194,-0.062,0.299,-0.193,0.429,-0.080,0.322,-0.249,0.491
1870.498,0.073,-0.017,0.149,-0.110,0.257,-0.158,0.304,-0.132,0.271,-0.237,0.376
